TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AppName,Applications_Application,Binary,Class,Data_text,Data_text_0,Data_text_1,Data_text_10,Data_text_11,Data_text_12,Data_text_13,Data_text_14,Data_text_15,Data_text_16,Data_text_17,Data_text_18,Data_text_19,Data_text_2,Data_text_20,Data_text_21,Data_text_22,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Data_text_7,Data_text_8,Data_text_9,EventProvider,Library,Namespace,Query,RebootReasons,RmSessionId,UTCStartTime,User,Win32Error,attributes_xmlns,binaryData,binaryDataSize,nApplications,param1,param10,param11,param12,param2,param3,param4,param5,param6,param7,param8,param9
2026-01-13T14:33:29.527879Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 9027}",DC01.garfield.htb,Desktop Window Manager,Application,1419,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-13T14:33:30.074801Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 8230}",DC01.garfield.htb,Microsoft-Windows-Security-SPP,Application,1420,4,,,,,Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;GraceEndDate=2026/02/09:10:54:30;LastConsumptionReason=0x4004fc04;LastNotificationId=TBLExpiring;LicenseState=SL_LICENSING_STATUS_LICENSED;PartialProductKey=Y7XRX;ProductKeyType=Retail:TB:Eval;SkuId=7783a126-c108-4cf7-b59f-13c78c7a7337;ruleId=17fd3d63-7be4-49b1-8d16-2e0fe9fddbc2;uxDifferentiator=TIMEBASED_EVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-13T14:33:30.137175Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 8197}",DC01.garfield.htb,Microsoft-Windows-Security-SPP,Application,1421,4,,,,,RuleId=17fd3d63-7be4-49b1-8d16-2e0fe9fddbc2;Action=NotifyUser;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=7783a126-c108-4cf7-b59f-13c78c7a7337;NotificationInterval=1440;Trigger=UserLogon;SessionId=6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-13T14:34:00.516350Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 6000}",DC01.garfield.htb,Microsoft-Windows-Winlogon,Application,1422,4,,,D9060000,,WSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-13T14:35:29.601473Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 9027}",DC01.garfield.htb,Desktop Window Manager,Application,1423,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-13T14:35:30.148289Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 8230}",DC01.garfield.htb,Microsoft-Windows-Security-SPP,Application,1424,4,,,,,Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;GraceEndDate=2026/02/09:10:54:30;LastConsumptionReason=0x4004fc04;LastNotificationId=TBLExpiring;LicenseState=SL_LICENSING_STATUS_LICENSED;PartialProductKey=Y7XRX;ProductKeyType=Retail:TB:Eval;SkuId=7783a126-c108-4cf7-b59f-13c78c7a7337;ruleId=17fd3d63-7be4-49b1-8d16-2e0fe9fddbc2;uxDifferentiator=TIMEBASED_EVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-13T14:35:30.210775Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 8197}",DC01.garfield.htb,Microsoft-Windows-Security-SPP,Application,1425,4,,,,,RuleId=17fd3d63-7be4-49b1-8d16-2e0fe9fddbc2;Action=NotifyUser;AppId=55c92734-d682-4d71-983e-d6ec3f16059f;SkuId=7783a126-c108-4cf7-b59f-13c78c7a7337;NotificationInterval=1440;Trigger=UserLogon;SessionId=2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-13T14:36:00.641235Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 6000}",DC01.garfield.htb,Microsoft-Windows-Winlogon,Application,1426,4,,,D9060000,,WSearch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-13T14:37:29.573670Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 9027}",DC01.garfield.htb,Desktop Window Manager,Application,1427,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-01-13T14:37:30.230150Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 8230}",DC01.garfield.htb,Microsoft-Windows-Security-SPP,Application,1428,4,,,,,Security-SPP-Action-StateData (REG_SZ) =AppId=55c92734-d682-4d71-983e-d6ec3f16059f;GraceEndDate=2026/02/09:10:54:30;LastConsumptionReason=0x4004fc04;LastNotificationId=TBLExpiring;LicenseState=SL_LICENSING_STATUS_LICENSED;PartialProductKey=Y7XRX;ProductKeyType=Retail:TB:Eval;SkuId=7783a126-c108-4cf7-b59f-13c78c7a7337;ruleId=17fd3d63-7be4-49b1-8d16-2e0fe9fddbc2;uxDifferentiator=TIMEBASED_EVAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
