TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,Binary,Data_text,Data_text_0,Data_text_1,Data_text_2,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Data_text_7,Data_text_8,Data_text_9
2025-06-08T16:20:12.613615Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2181}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,50,4,,,,,,,,,,,,
2025-06-08T16:20:12.613615Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1109}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,51,4,,,21c2943d-6163-4df9-aff7-3d164aa2cfbb,7f72e8a1-fd61-4f1e-88d3-82262c13b23b,12819,,,,,,,
2025-06-08T16:20:12.613615Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2181}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,52,4,,,,,,,,,,,,
2025-06-08T16:20:12.613615Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2041}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,53,4,,,40000885,2,,,,,,,,
2025-06-08T16:20:12.613615Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2179}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,54,4,,17467811290372479469,,,,,,,,,,
2025-06-08T16:20:12.613615Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2200}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,55,4,,,,,,,,,,,,
2025-06-08T16:20:12.613615Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2201}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,56,4,,,,,,,,,,,,
2025-06-08T16:20:13.623865Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2185}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,57,4,,DFSR,,,,,,,,,,
2025-06-08T16:20:13.623865Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2208}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,58,4,,,,,,,,,,,,
2025-06-08T16:20:14.642747Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2187}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,59,4,,DFSR,,,,,,,,,,
2025-06-08T16:24:15.817603Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2179}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,60,4,,17467811290372479469,,,,,,,,,,
2025-06-08T16:24:16.488603Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,61,4,,,,,,,,,,,,
2025-06-08T16:24:32.192844Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 3051}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,62,3,,,,,,,,,,,,
2025-06-08T16:24:32.192844Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 3054}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,63,3,,,,,,,,,,,,
2025-06-08T16:24:32.489917Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2121}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,64,4,,,,,,,,,,,,
2025-06-08T16:24:32.489917Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2406}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,65,4,,Recycle Bin Feature,,,,,,,,,,
2025-06-08T16:24:32.489917Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2406}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,66,4,,Privileged Access Management Feature,,,,,,,,,,
2025-06-08T16:24:32.489917Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2168}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,67,4,,17467811290372479469,,,,,,,,,,
2025-06-08T16:24:32.489917Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2172}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,68,4,,17467811290372479469,,,,,,,,,,
2025-06-08T16:24:32.489917Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2120}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,69,4,,,,,,,,,,,,
2025-06-08T16:24:32.489917Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2405}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,70,4,,Recycle Bin Feature,,,,,,,,,,
2025-06-08T16:24:32.489917Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2405}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,71,4,,Privileged Access Management Feature,,,,,,,,,,
2025-06-08T16:24:42.521014Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2886}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,72,3,,,,,,,,,,,,
2025-06-08T16:24:42.521014Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 3041}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,73,3,,,,,,,,,,,,
2025-06-08T16:24:42.521014Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1000}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,74,4,,,,,,,,,,,,
2025-06-08T16:25:12.551322Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1394}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,75,4,,,,,,,,,,,,
2025-06-08T16:46:46.721612Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2170}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,76,3,,,17467811290372479469,2478121313938242991,,,,,,,,
2025-06-08T16:46:46.721612Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2181}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,77,4,,,,,,,,,,,,
2025-06-08T16:46:46.721612Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2204}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,78,4,,,,,,,,,,,,
2025-06-08T16:46:46.721612Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1109}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,79,4,,,7f72e8a1-fd61-4f1e-88d3-82262c13b23b,9d7ec75c-68b8-4069-92f6-11f9af81d043,16414,,,,,,,
2025-06-08T16:46:46.721612Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2181}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,80,4,,,,,,,,,,,,
2025-06-08T16:46:46.721612Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2041}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,81,4,,,40000885,2,,,,,,,,
2025-06-08T16:46:46.721612Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2179}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,82,4,,2478121313938242991,,,,,,,,,,
2025-06-08T16:46:46.721612Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2200}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,83,4,,,,,,,,,,,,
2025-06-08T16:46:46.721612Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2201}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,84,4,,,,,,,,,,,,
2025-06-08T16:46:48.786654Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2185}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,85,4,,DFSR,,,,,,,,,,
2025-06-08T16:46:48.786654Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2208}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,86,4,,,,,,,,,,,,
2025-06-08T16:46:49.802791Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2187}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,87,4,,DFSR,,,,,,,,,,
2025-06-08T17:02:25.608874Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2170}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,88,3,,,2478121313938242991,657300629733109389,,,,,,,,
2025-06-08T17:02:25.608874Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2181}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,89,4,,,,,,,,,,,,
2025-06-08T17:02:25.608874Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2204}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,90,4,,,,,,,,,,,,
2025-06-08T17:02:25.608874Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1109}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,91,4,,,9d7ec75c-68b8-4069-92f6-11f9af81d043,ffb7e00e-d94b-4610-b2f9-c5602aa6dbef,16427,,,,,,,
2025-06-08T17:02:25.608874Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2181}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,92,4,,,,,,,,,,,,
2025-06-08T17:02:25.608874Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2041}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,93,4,,,40000885,2,,,,,,,,
2025-06-08T17:02:25.608874Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2179}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,94,4,,657300629733109389,,,,,,,,,,
2025-06-08T17:02:25.608874Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2200}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,95,4,,,,,,,,,,,,
2025-06-08T17:02:25.608874Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2201}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,96,4,,,,,,,,,,,,
2025-06-08T17:02:26.623555Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2185}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,97,4,,DFSR,,,,,,,,,,
2025-06-08T17:02:26.623555Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2208}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,98,4,,,,,,,,,,,,
2025-06-08T17:02:27.641132Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2187}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,99,4,,DFSR,,,,,,,,,,
2025-06-08T19:29:02.735601Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 2170}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,100,3,,,657300629733109389,12642428476323249751,,,,,,,,
2025-06-08T19:29:02.735601Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2181}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,101,4,,,,,,,,,,,,
2025-06-08T19:29:02.735601Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2204}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,102,4,,,,,,,,,,,,
2025-06-08T19:29:02.751230Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1109}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,103,4,,,ffb7e00e-d94b-4610-b2f9-c5602aa6dbef,0ff4dbb7-2b2b-4fb9-8810-3d4fce216037,16438,,,,,,,
2025-06-08T19:29:02.751230Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2181}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,104,4,,,,,,,,,,,,
2025-06-08T19:29:02.751230Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2041}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,105,4,,,40000885,2,,,,,,,,
2025-06-08T19:29:02.751230Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2179}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,106,4,,12642428476323249751,,,,,,,,,,
2025-06-08T19:29:02.751230Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2200}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,107,4,,,,,,,,,,,,
2025-06-08T19:29:02.751230Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2201}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,108,4,,,,,,,,,,,,
2025-06-08T19:29:04.784203Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2185}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,109,4,,DFSR,,,,,,,,,,
2025-06-08T19:29:04.784203Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2208}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,110,4,,,,,,,,,,,,
2025-06-08T19:29:05.807169Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2187}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,111,4,,DFSR,,,,,,,,,,
2025-06-08T19:30:36.266850Z,"{'#attributes': {'Qualifiers': 0}, '#text': 102}",DC01.pirate.htb,NTDS ISAM,Directory Service,112,4,,,NTDS,"644,P,98",NTDSA: ,0,10,00,17763,0000,,
2025-06-08T19:30:36.266850Z,"{'#attributes': {'Qualifiers': 0}, '#text': 105}",DC01.pirate.htb,NTDS ISAM,Directory Service,113,4,,,NTDS,"644,D,0",NTDSA: ,0,0,"
[1] 0.000253 +J(0) +M(C:0K, Fs:91, WS:348K # 0K, PF:3264K # 340K, P:3264K)
[2] 0.000179 +J(0) +M(C:16K, Fs:120, WS:476K # 272K, PF:296K # 296K, P:296K)
[3] 0.000008 +J(0) +M(C:0K, Fs:5, WS:20K # 20K, PF:64K # 64K, P:64K)
[4] 0.002073 -0.000054 (1) WT +J(0) +M(C:0K, Fs:123, WS:412K # 412K, PF:5212K # 5212K, P:5212K)
[5] 0.000118 +J(0)
[6] 0.000864 +J(0) +M(C:0K, Fs:23, WS:88K # 88K, PF:12K # 12K, P:12K)
[7] 0.009325 -0.005449 (41) WT +J(0) +M(C:0K, Fs:2577, WS:10288K # 10288K, PF:10260K # 10260K, P:10260K)
[8] -
[9] -
[10] -
[11] -
[12] -
[13] 0.008409 -0.004922 (42) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:616/1) +M(C:0K, Fs:19, WS:-10172K # 64K, PF:-10188K # 80K, P:-10188K)
[14] 0.000009 +J(0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[15] 0.000098 +J(0) +M(C:0K, Fs:206, WS:820K # 0K, PF:68K # 0K, P:68K)
[16] 0.000157 -0.000052 (1) WT +J(0) +M(C:0K, Fs:2, WS:0K # 0K, PF:0K # 0K, P:0K).",,,,
2025-06-08T19:30:36.266850Z,"{'#attributes': {'Qualifiers': 0}, '#text': 326}",DC01.pirate.htb,NTDS ISAM,Directory Service,114,4,,,NTDS,"644,D,50",NTDSA: ,1,C:\Windows\NTDS\ntds.dit,0,"
[1] 0.000002 +J(0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[2] 0.000166 -0.000056 (1) WT +J(0) +M(C:0K, Fs:19, WS:12K # 0K, PF:8K # 0K, P:8K)
[3] 0.001651 -0.000408 (6) WT +J(CM:0, PgRf:0, Rd:0/0, Dy:0/0, Lg:3480/2) +M(C:0K, Fs:16, WS:56K # 0K, PF:124K # 0K, P:124K)
[4] 0.000048 +J(0)
[5] -
[6] -
[7] -
[8] 0.000664 -0.000212 (2) CM -0.000077 (2) WT +J(CM:2, PgRf:2, Rd:4/2, Dy:0/0, Lg:0/0) +M(C:16K, Fs:45, WS:172K # 0K, PF:208K # 0K, P:208K)
[9] 0.000773 -0.000404 (5) CM -0.000205 (5) WT +J(CM:5, PgRf:24, Rd:0/5, Dy:0/0, Lg:0/0) +M(C:-8K, Fs:31, WS:96K # 0K, PF:196K # 0K, P:196K)
[10] 0.000310 -0.000240 (3) CM -0.000129 (3) WT +J(CM:3, PgRf:40, Rd:0/3, Dy:0/0, Lg:0/0) +M(C:-4K, Fs:4, WS:4K # 0K, PF:60K # 0K, P:60K)
[11] 0.000005 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[12] 0.000017 +J(CM:0, PgRf:42, Rd:0/0, Dy:0/0, Lg:0/0) +M(C:0K, Fs:1, WS:4K # 0K, PF:0K # 0K, P:0K)
[13] 0.0 +J(0)
[14] 0.0 +J(0)
[15] 0.000002 +J(CM:0, PgRf:1, Rd:0/0, Dy:0/0, Lg:0/0).",0 0,lgposAttach = 00000002:0459:0268,
2025-06-08T19:30:36.266850Z,"{'#attributes': {'Qualifiers': 0}, '#text': 700}",DC01.pirate.htb,NTDS ISAM,Directory Service,115,4,,,NTDS,"644,D,0",NTDSA: ,C:\Windows\NTDS\ntds.dit,,,,,,
2025-06-08T19:30:36.313721Z,"{'#attributes': {'Qualifiers': 0}, '#text': 701}",DC01.pirate.htb,NTDS ISAM,Directory Service,116,4,,,NTDS,"644,D,0",NTDSA: ,C:\Windows\NTDS\ntds.dit,1,6/8/2025,0,1,1,3
2025-06-08T19:30:36.252162Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1869}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,117,4,,,\\DC01.pirate.htb,Default-First-Site-Name,,,,,,,,
2025-06-08T20:01:22.236208Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2179}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,118,4,,12642428476323249751,,,,,,,,,,
2025-06-08T20:01:22.579344Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,119,4,,,,,,,,,,,,
2025-06-08T20:02:15.268277Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 3051}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,120,3,,,,,,,,,,,,
2025-06-08T20:02:15.268277Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 3054}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,121,3,,,,,,,,,,,,
2025-06-08T20:02:15.361719Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2121}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,122,4,,,,,,,,,,,,
2025-06-08T20:02:15.361719Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2406}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,123,4,,Recycle Bin Feature,,,,,,,,,,
2025-06-08T20:02:15.361719Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2406}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,124,4,,Privileged Access Management Feature,,,,,,,,,,
2025-06-08T20:02:15.361719Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2168}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,125,4,,12642428476323249751,,,,,,,,,,
2025-06-08T20:02:15.361719Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2172}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,126,4,,12642428476323249751,,,,,,,,,,
2025-06-08T20:02:15.361719Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 2405}",DC01.pirate.htb,Microsoft-Windows-ActiveDirectory_DomainService,Directory Service,127,4,,Privileged Access Management Feature,,,,,,,,,,
