TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AccessList,AccessMask,AdditionalInfo,AdditionalInfo2,AdvancedOptions,AppCorrelationID,AttributeLDAPDisplayName,AttributeSyntaxOID,AttributeValue,ClientProcessId,ClientProcessStartKey,CommandLine,ConfigAccessPolicy,DSName,DSType,DisableIntegrityChecks,FlightSigning,HandleId,HypervisorDebug,HypervisorLaunchType,HypervisorLoadOptions,KernelDebug,LoadOptions,MandatoryLabel,NewProcessId,NewProcessName,NewTime,ObjectClass,ObjectDN,ObjectGUID,ObjectName,ObjectServer,ObjectType,OpCorrelationID,OperationType,ParentProcessName,PreviousTime,ProcessId,ProcessName,Properties,RemoteEventLogging,SubjectDomainName,SubjectLogonId,SubjectUserName,SubjectUserSid,TargetDomainName,TargetLogonId,TargetProcessId,TargetProcessName,TargetUserName,TargetUserSid,TestSigning,TokenElevationType,VsmLaunchType,attributes_xmlns
2025-06-09T16:39:26.143118Z,1102,DC01.pirate.htb,Microsoft-Windows-Eventlog,Security,15039,4,,,,,,,,,,3912,3096224743817426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PIRATE,0x41db1,Administrator,S-1-5-21-4107424128-4158083573-1300325248-500,,,,,,,,,,http://manifests.microsoft.com/win/2004/08/windows/eventlog
2025-06-09T16:39:32.996085Z,4662,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15040,0,"%%7685
				",0x20,-,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,%{983c1937-6799-4bb4-956d-45b26fad610b},DS,%{bf967a86-0de6-11d0-a285-00aa003049e2},,Object Access,,,,,"%%7685
		{e48d0154-bcf8-11d1-8702-00c04fb96050}
			{f3a64788-5306-11d1-a9c5-0000f80367c1}
	{bf967a86-0de6-11d0-a285-00aa003049e2}
",,PIRATE,0x2b26eb,a.white_adm,S-1-5-21-4107424128-4158083573-1300325248-1104,,,,,,,,,,
2025-06-09T16:39:35.535117Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15041,0,,,,,,-,servicePrincipalName,2.5.5.12,HTTP/WEB01.pirate.htb,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=WEB01,CN=Computers,DC=pirate,DC=htb",983C1937-6799-4BB4-956D-45B26FAD610B,,,,A887BFD3-CBD0-410E-A4C1-47770E882312,%%14675,,,,,,,PIRATE,0x2b26eb,a.white_adm,S-1-5-21-4107424128-4158083573-1300325248-1104,,,,,,,,,,
2025-06-09T16:39:35.535303Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15042,0,,,,,,-,servicePrincipalName,2.5.5.12,HTTP/WEB01,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=WEB01,CN=Computers,DC=pirate,DC=htb",983C1937-6799-4BB4-956D-45B26FAD610B,,,,A887BFD3-CBD0-410E-A4C1-47770E882312,%%14675,,,,,,,PIRATE,0x2b26eb,a.white_adm,S-1-5-21-4107424128-4158083573-1300325248-1104,,,,,,,,,,
2025-06-09T16:39:35.535468Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15043,0,,,,,,-,servicePrincipalName,2.5.5.12,TERMSRV/WEB01,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=WEB01,CN=Computers,DC=pirate,DC=htb",983C1937-6799-4BB4-956D-45B26FAD610B,,,,A887BFD3-CBD0-410E-A4C1-47770E882312,%%14675,,,,,,,PIRATE,0x2b26eb,a.white_adm,S-1-5-21-4107424128-4158083573-1300325248-1104,,,,,,,,,,
2025-06-09T16:39:35.535632Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15044,0,,,,,,-,servicePrincipalName,2.5.5.12,TERMSRV/WEB01.pirate.htb,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=WEB01,CN=Computers,DC=pirate,DC=htb",983C1937-6799-4BB4-956D-45B26FAD610B,,,,A887BFD3-CBD0-410E-A4C1-47770E882312,%%14675,,,,,,,PIRATE,0x2b26eb,a.white_adm,S-1-5-21-4107424128-4158083573-1300325248-1104,,,,,,,,,,
2025-06-09T16:39:35.535756Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15045,0,,,,,,-,servicePrincipalName,2.5.5.12,RestrictedKrbHost/WEB01,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=WEB01,CN=Computers,DC=pirate,DC=htb",983C1937-6799-4BB4-956D-45B26FAD610B,,,,A887BFD3-CBD0-410E-A4C1-47770E882312,%%14675,,,,,,,PIRATE,0x2b26eb,a.white_adm,S-1-5-21-4107424128-4158083573-1300325248-1104,,,,,,,,,,
2025-06-09T16:39:35.535880Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15046,0,,,,,,-,servicePrincipalName,2.5.5.12,HOST/WEB01,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=WEB01,CN=Computers,DC=pirate,DC=htb",983C1937-6799-4BB4-956D-45B26FAD610B,,,,A887BFD3-CBD0-410E-A4C1-47770E882312,%%14675,,,,,,,PIRATE,0x2b26eb,a.white_adm,S-1-5-21-4107424128-4158083573-1300325248-1104,,,,,,,,,,
2025-06-09T16:39:35.536009Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15047,0,,,,,,-,servicePrincipalName,2.5.5.12,RestrictedKrbHost/WEB01.pirate.htb,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=WEB01,CN=Computers,DC=pirate,DC=htb",983C1937-6799-4BB4-956D-45B26FAD610B,,,,A887BFD3-CBD0-410E-A4C1-47770E882312,%%14675,,,,,,,PIRATE,0x2b26eb,a.white_adm,S-1-5-21-4107424128-4158083573-1300325248-1104,,,,,,,,,,
2025-06-09T16:39:35.536130Z,5136,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15048,0,,,,,,-,servicePrincipalName,2.5.5.12,HOST/WEB01.pirate.htb,,,,,pirate.htb,%%14676,,,,,,,,,,,,,computer,"CN=WEB01,CN=Computers,DC=pirate,DC=htb",983C1937-6799-4BB4-956D-45B26FAD610B,,,,A887BFD3-CBD0-410E-A4C1-47770E882312,%%14675,,,,,,,PIRATE,0x2b26eb,a.white_adm,S-1-5-21-4107424128-4158083573-1300325248-1104,,,,,,,,,,
2025-06-09T17:00:20.539583Z,4662,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15049,0,"%%7688
				",0x100,-,,,,,,,,,,,,,,,0x0,,,,,,,,,,,,,%{ac6b13ed-ba56-4e14-a1e9-5c6f0c229f7c},DS,%{19195a5b-6da0-11d0-afd3-00c04fd930c9},,Object Access,,,,,"%%7688
		{1131f6aa-9c07-11d1-f79f-00c04fc2dcd2}
	{19195a5b-6da0-11d0-afd3-00c04fd930c9}
",,PIRATE,0x1278a6,DC01$,S-1-5-18,,,,,,,,,,
2025-06-09T17:46:57.477620Z,4616,DC01.pirate.htb,Microsoft-Windows-Security-Auditing,Security,15050,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-06-09T17:46:57.468000Z,,,,,,,,,,2025-06-09T17:12:04.048689Z,0x4d8,C:\Program Files\VMware\VMware Tools\vmtoolsd.exe,,,PIRATE,0x3e7,DC01$,S-1-5-18,,,,,,,,,,
