TimeGenerated,EventID,Computer,Provider,Channel,RecordID,Level,AnalysisSymbol,AppType,AppVersion,Applications_Application,AttachedFiles,Binary,Bucket,BucketType,CACertIdentifier,CACommonName,CabGuid,CabId,Component,Context,DCName,DCSpecifier,Data_text,Data_text_0,Data_text_1,Data_text_2,Data_text_3,Data_text_4,Data_text_5,Data_text_6,Data_text_7,Data_text_8,DisplayName,Error,ErrorCode,ErrorMsg,ErrorString,Event,EventName,FullPath,HashedBucket,LDAPPath,Library,MethodName,Namespace,P1,P10,P2,P3,P4,P5,P6,P7,P8,P9,Pid,PolicyModuleDescription,Reason,RebootReasons,Rechecking,ReportId,ReportStatus,Response,RmSessionId,ServerID,ServerURL,Status,StorePath,TSSessionId,UTCStartTime,Version,Win32Error,attributes_Name,attributes_xmlns,binaryData,binaryDataSize,nApplications,param1,param10,param11,param12,param2,param3,param4,param5,param6,param7,param8,param9
2026-04-05T16:53:23.081587Z,5617,WIN-TTCPK05807O,Microsoft-Windows-WMI,Application,119,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:53:41.348627Z,1534,WIN-TTCPK05807O,Microsoft-Windows-User Profiles Service,Application,120,3,,,,,,,,,,,,,{F20133FB-D436-4A11-9EE0-1710AC9E558B},,,,,,,,,,,,,,,See Tracelogging for error details,,,,Create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVENT_PROFILE_NOTIFICATION_FAIL,,,,,,,,,,,,,,,,
2026-04-05T16:53:41.982366Z,1534,WIN-TTCPK05807O,Microsoft-Windows-User Profiles Service,Application,121,3,,,,,,,,,,,,,{56EA1054-1959-467f-BE3B-A2A787C4B6EA},,,,,,,,,,,,,,,See Tracelogging for error details,,,,Create,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVENT_PROFILE_NOTIFICATION_FAIL,,,,,,,,,,,,,,,,
2026-04-05T16:54:36.842648Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 6003}",WIN-TTCPK05807O,Microsoft-Windows-Winlogon,Application,122,4,,,,,,D9060000,,,,,,,,,,,SessionEnv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:54:38.961716Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 6000}",WIN-TTCPK05807O,Microsoft-Windows-Winlogon,Application,123,4,,,,,,D9060000,,,,,,,,,,,SessionEnv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:55:22.920174Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 4202}",WIN-TTCPK05807O,Microsoft-Windows-MSDTC 2,Application,124,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,1,Mutual Authentication Required,NT AUTHORITY\NetworkService
2026-04-05T16:55:58.642750Z,"{'#attributes': {'Qualifiers': 32768}, '#text': 6000}",WIN-TTCPK05807O,Microsoft-Windows-Winlogon,Application,125,4,,,,,,D9060000,,,,,,,,,,,SessionEnv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:00.701324Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 4111}",WIN-TTCPK05807O,Microsoft-Windows-MSDTC,Application,126,4,,,,,,4D005300440054004300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:00.695996Z,1532,WIN-TTCPK05807O,Microsoft-Windows-User Profiles Service,Application,127,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:11.198845Z,1531,WIN-TTCPK05807O,Microsoft-Windows-User Profiles Service,Application,128,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:12.062220Z,5615,WIN-TTCPK05807O,Microsoft-Windows-WMI,Application,129,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:13.475542Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 900}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,130,4,,,,,,,,,,,,,,,,,TriggerStarted:6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:13.693193Z,"{'#attributes': {'Qualifiers': 49152}, '#text': 16394}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,131,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:13.910611Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1066}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,132,4,,,,,,,,,,,,,,,,,"C:\WINDOWS\system32\sppwinob.dll, msft:spp/windowsfunctionality/agent/7.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/inherited/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/phone/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:rm/algorithm/pkey/detect, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/ActionScheduler/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/TaskScheduler/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/statecollector/pkey, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/volume/services/kms/1.0, 0x00000000, 0x00000000
C:\WINDOWS\system32\sppobjs.dll, msft:spp/volume/services/kms/activationinfo/1.0, 0x00000000, 0x00000000
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:13.996091Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,133,4,,,,,,,,,,,,,,,,,,CLIENT-RAC Issuance License,95c2c6b8-ea2f-431d-8902-eeafc6376965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.000332Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,134,4,,,,,,,,,,,,,,,,,,CLIENT-SPC Issuance License,57d6dc1b-f556-4f5b-935b-3b379fd9dda8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.004540Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,135,4,,,,,,,,,,,,,,,,,,Generic Rights Account Certificate (Private),bc6f46d3-18d9-46f5-9818-aa00ec832013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.008016Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,136,4,,,,,,,,,,,,,,,,,,Generic Rights Account Certificate (Public),0a256b47-0b27-4145-a5b8-79422fb539cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.043649Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,137,4,,,,,,,,,,,,,,,,,,Generic Security Processor Certificate (Private),77ba058e-7d3b-4cbf-be4a-ffe6bb75db60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.046925Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,138,4,,,,,,,,,,,,,,,,,,Generic Security Processor Certificate (Public),80bedb87-dba9-455b-98c8-a61f025d6a5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.054791Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,139,4,,,,,,,,,,,,,,,,,,XrML 2.1 License - Product Key Configuration,71ce6518-3581-46da-948d-083c57061836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.062271Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,140,4,,,,,,,,,,,,,,,,,,Windows(R) csvlk-pack Product PPD License,c354cf95-648c-b1b3-6e2d-5a239a905988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.074298Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,141,4,,,,,,,,,,,,,,,,,,Windows(R) Publishing License (Public),a6e9e144-6168-4220-8627-42cb6b878c2d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.077062Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,142,4,,,,,,,,,,,,,,,,,,Windows(R) Publishing License (Private),97d8d9c6-382c-4133-91b5-5122aabb0ed1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.087521Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,143,4,,,,,,,,,,,,,,,,,,Windows(R) UL oob License (Public),d933466b-6e15-4787-a06b-28473475e80c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.088747Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,144,4,,,,,,,,,,,,,,,,,,Windows(R) UL oob License (Private),e9697bcd-f5f9-429a-ae38-eed1583b73eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.105937Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,145,4,,,,,,,,,,,,,,,,,,Windows(R) UL phone License (Public),f86d60c8-adb4-437c-942c-1bbe4c922df1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.107171Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,146,4,,,,,,,,,,,,,,,,,,Windows(R) UL phone License (Private),f1fbdb1f-62ce-448b-b019-cb1531b6d10d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.129245Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,147,4,,,,,,,,,,,,,,,,,,Windows(R) UL store License (Public),b7c7bed9-31d4-41b4-afbe-62f738ae86ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.129908Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,148,4,,,,,,,,,,,,,,,,,,Windows(R) UL store License (Private),0ade294d-32e0-465c-8a34-88f58f09a499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.138549Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,149,4,,,,,,,,,,,,,,,,,,Windows(R) Publishing License (Public),26759f53-9eee-436f-8fab-f24761e8e3b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.139247Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,150,4,,,,,,,,,,,,,,,,,,Windows(R) Publishing License (Private),89685b32-1a9a-4835-9b09-f585bbd61391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.146301Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,151,4,,,,,,,,,,,,,,,,,,Windows(R) UL oob License (Public),7e1eb653-eddb-43cb-ad11-d65fca1dab94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.146850Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,152,4,,,,,,,,,,,,,,,,,,Windows(R) UL oob License (Private),1d0f76dd-2a1c-4a7c-8e2b-751365d73ab5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.159096Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,153,4,,,,,,,,,,,,,,,,,,Windows(R) UL phone License (Public),5dabd050-0d58-4522-9e15-4794799b7cfb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.159782Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,154,4,,,,,,,,,,,,,,,,,,Windows(R) UL phone License (Private),3f4ca3b1-b3cc-41b6-a941-6182b9e06c0b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.167297Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,155,4,,,,,,,,,,,,,,,,,,Windows(R) UL store License (Public),8c44b723-eae2-43f8-9ab1-1c14d7cc5a3d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.168020Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,156,4,,,,,,,,,,,,,,,,,,Windows(R) UL store License (Private),3a94e9db-4e40-4593-bad0-28a90f6f878a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.174815Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,157,4,,,,,,,,,,,,,,,,,,Windows(R) Publishing License (Public),13d8ebfe-d2d0-498d-98e6-cc1e83eea952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.175458Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,158,4,,,,,,,,,,,,,,,,,,Windows(R) Publishing License (Private),f058d48d-f146-4fd8-8cd3-a99984ebb974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.186056Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,159,4,,,,,,,,,,,,,,,,,,Windows(R) UL oob License (Public),4249c9fd-d80e-4a7a-8388-805f511230a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.186614Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,160,4,,,,,,,,,,,,,,,,,,Windows(R) UL oob License (Private),245a5a1e-029a-42a2-8c76-d0856ae6940a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.195125Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,161,4,,,,,,,,,,,,,,,,,,Windows(R) UL phone License (Public),ce58e518-5cc4-47fa-b626-bf4e56f76db8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.195819Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,162,4,,,,,,,,,,,,,,,,,,Windows(R) UL phone License (Private),bdc3654f-155a-47ab-93db-16da57078411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.203212Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,163,4,,,,,,,,,,,,,,,,,,Windows(R) UL store License (Public),288dffeb-d48b-4789-a9fd-bca1bd1fb59f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.203852Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,164,4,,,,,,,,,,,,,,,,,,Windows(R) UL store License (Private),4817e860-f82e-4be0-9044-ce91d660a8b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.212598Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,165,4,,,,,,,,,,,,,,,,,,Windows(R) Publishing License (Public),c1a87ba1-83d2-4105-abd7-caac4f697c1b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.213527Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,166,4,,,,,,,,,,,,,,,,,,Windows(R) Publishing License (Private),59a0c1bf-a99d-4d21-b227-85ff7e9eda75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.223009Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,167,4,,,,,,,,,,,,,,,,,,Windows(R) UL oob License (Public),8499b30d-5017-4916-8d84-5644c69bbe60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-04-05T16:56:14.223659Z,"{'#attributes': {'Qualifiers': 16384}, '#text': 1004}",WIN-TTCPK05807O,Microsoft-Windows-Security-SPP,Application,168,4,,,,,,,,,,,,,,,,,,Windows(R) UL oob License (Private),1b0d9edf-a658-4c94-8241-7585cba53ed5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
