"TimeCreated","Id","LevelDisplayName","ProviderName","Message"
"9/20/2026 4:45:00 AM","5858","Error","Microsoft-Windows-WMI-Activity","Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DC; User = NT AUTHORITY\SYSTEM; ClientProcessId = 1116; Component = Unknown; Operation = Start IWbemServices::ExecQuery - ROOT\CIMV2 : SELECT State FROM Win32_Service; ResultCode = 0x80041032; PossibleCause = Unknown"
"9/20/2026 4:44:48 AM","5857","Information","Microsoft-Windows-WMI-Activity","Microsoft|DSLDAPInstanceProvider|V1.0 provider started with result code 0x0. HostProcess = wmiprvse.exe; ProcessID = 4196; ProviderPath = %systemroot%\system32\wbem\dsprov.dll"
"9/20/2026 4:44:48 AM","5857","Information","Microsoft-Windows-WMI-Activity","Microsoft|DSLDAPClassProvider|V1.0 provider started with result code 0x0. HostProcess = wmiprvse.exe; ProcessID = 4196; ProviderPath = %systemroot%\system32\wbem\dsprov.dll"
"9/20/2026 4:44:40 AM","5857","Information","Microsoft-Windows-WMI-Activity","Win32_WIN32_TERMINALSERVICE_Prov provider started with result code 0x0. HostProcess = wmiprvse.exe; ProcessID = 4196; ProviderPath = %SystemRoot%\system32\tscfgwmi.dll"
"9/20/2026 4:44:40 AM","5858","Error","Microsoft-Windows-WMI-Activity","Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DC; User = NT AUTHORITY\SYSTEM; ClientProcessId = 2384; Component = Unknown; Operation = Start IWbemServices::ExecQuery - ROOT\WMI : SELECT * FROM BatteryStaticData; ResultCode = 0x80041010; PossibleCause = Unknown"
"9/20/2026 4:44:40 AM","5858","Error","Microsoft-Windows-WMI-Activity","Id = {00000000-0000-0000-0000-000000000000}; ClientMachine = DC; User = NT AUTHORITY\SYSTEM; ClientProcessId = 2384; Component = Unknown; Operation = Start IWbemServices::ExecQuery - ROOT\WMI : SELECT * FROM BatteryFullChargedCapacity; ResultCode = 0x80041010; PossibleCause = Unknown"
"9/20/2026 4:44:40 AM","5857","Information","Microsoft-Windows-WMI-Activity","WMIProv provider started with result code 0x0. HostProcess = wmiprvse.exe; ProcessID = 4360; ProviderPath = %systemroot%\system32\wbem\wmiprov.dll"
"9/20/2026 4:44:39 AM","5857","Information","Microsoft-Windows-WMI-Activity","PowerWmiProvider provider started with result code 0x0. HostProcess = wmiprvse.exe; ProcessID = 1420; ProviderPath = %systemroot%\system32\umpowmi.dll"
"9/20/2026 4:44:38 AM","5857","Information","Microsoft-Windows-WMI-Activity","StorageWMI provider started with result code 0x0. HostProcess = wmiprvse.exe; ProcessID = 4196; ProviderPath = %SystemRoot%\System32\storagewmi.dll"
"9/20/2026 4:44:38 AM","5857","Information","Microsoft-Windows-WMI-Activity","MSVDS__PROVIDER provider started with result code 0x0. HostProcess = wmiprvse.exe; ProcessID = 4196; ProviderPath = %systemroot%\system32\wbem\vdswmi.dll"
